Segment,State,Category,SubCategory,Sales,Quantity,Discount,Profit,Shipping Cost
Corporate,Pennsylvania,Office Supplies,Binders,509.97,10,0.7,-407.976,38.87
Corporate,Michigan,Furniture,Chairs,301.96,2,0,87.5684,38.84
Consumer,Texas,Technology,Phones,619.152,6,0.2,69.6546,38.82
Consumer,New York,Furniture,Bookcases,523.92,5,0.2,-26.196,38.76
Corporate,California,Furniture,Tables,161.28,2,0.2,12.096,38.72
Consumer,Pennsylvania,Furniture,Bookcases,177.45,5,0.5,-78.078,38.69
Consumer,California,Office Supplies,Storage,579.51,3,0,81.1314,38.67
Corporate,Ohio,Technology,Phones,235.188,2,0.4,-43.1178,38.61
Corporate,Maryland,Furniture,Furnishings,207.76,4,0,85.1816,38.57
Home Office,Washington,Technology,Accessories,199.98,2,0,87.9912,38.51
Corporate,Wisconsin,Furniture,Chairs,392.94,3,0,43.2234,38.5
Home Office,Washington,Office Supplies,Storage,242.94,3,0,9.7176,38.48
Consumer,Massachusetts,Furniture,Tables,700.056,3,0.3,-130.0104,38.47
Corporate,Washington,Furniture,Chairs,436.704,6,0.2,21.8352,38.45
Consumer,New York,Office Supplies,Binders,232.4,5,0.2,78.435,38.42
Corporate,Maryland,Furniture,Chairs,272.97,3,0,43.6752,38.37
Consumer,Virginia,Technology,Accessories,234.45,3,0,103.158,38.36
Corporate,Pennsylvania,Furniture,Chairs,422.058,3,0.3,-18.0882,38.34
Consumer,California,Office Supplies,Storage,484.65,3,0,92.0835,38.31
Corporate,New York,Technology,Phones,197.97,3,0,53.4519,38.29
Consumer,New York,Furniture,Bookcases,323.136,4,0.2,12.1176,38.27
Consumer,California,Furniture,Furnishings,151.72,4,0,27.3096,38.26
Corporate,Texas,Technology,Phones,453.576,3,0.2,39.6879,38.26
Corporate,Arizona,Office Supplies,Binders,551.985,5,0.7,-459.9875,38.25
Corporate,Pennsylvania,Furniture,Chairs,188.552,7,0.3,-2.6936,38.24
Corporate,Delaware,Furniture,Bookcases,441.96,2,0,101.6508,38.23
Home Office,Minnesota,Furniture,Chairs,479.9,5,0,81.583,38.22
Consumer,Maryland,Office Supplies,Envelopes,199.9,5,0,89.955,38.17
Consumer,Washington,Furniture,Chairs,698.352,3,0.2,52.3764,38.16
Corporate,Texas,Furniture,Furnishings,341.96,5,0.6,-427.45,38.05
Home Office,Texas,Furniture,Chairs,255.108,6,0.3,-18.222,38.02
Corporate,Minnesota,Furniture,Chairs,603.92,4,0,181.176,37.96
Home Office,Oklahoma,Furniture,Tables,429.9,5,0,111.774,37.95
Consumer,California,Office Supplies,Storage,115.44,3,0,30.0144,37.95
Corporate,Pennsylvania,Office Supplies,Appliances,99.28,2,0.2,12.41,37.94
Corporate,New York,Office Supplies,Paper,132.79,7,0,63.7392,37.87
Consumer,Washington,Office Supplies,Binders,563.024,11,0.2,190.0206,37.87
Consumer,California,Furniture,Bookcases,257.499,3,0.15,24.2352,37.85
Home Office,New Mexico,Office Supplies,Paper,192.16,4,0,92.2368,37.84
Home Office,North Carolina,Technology,Phones,222.384,2,0.2,16.6788,37.83
Corporate,New Hampshire,Office Supplies,Storage,269.9,5,0,16.194,37.82
Consumer,California,Technology,Phones,431.968,4,0.2,37.7972,37.76
Home Office,Pennsylvania,Furniture,Tables,154.764,3,0.4,-36.1116,37.74
Corporate,Texas,Furniture,Chairs,528.43,5,0.3,-143.431,37.7
Home Office,Rhode Island,Office Supplies,Storage,592.74,6,0,160.0398,37.69
Consumer,Georgia,Technology,Phones,1049.93,7,0,293.9804,37.67
Home Office,Massachusetts,Technology,Phones,589.9,2,0,147.475,37.66
Home Office,Delaware,Office Supplies,Binders,299.52,9,0,149.76,37.66
Corporate,Florida,Office Supplies,Storage,516.96,4,0.2,-6.462,37.64
Consumer,Massachusetts,Furniture,Tables,244.615,1,0.3,20.967,37.61
Consumer,Illinois,Technology,Phones,659.168,4,0.2,49.4376,37.56
Consumer,Pennsylvania,Furniture,Chairs,170.786,1,0.3,0,37.55
Consumer,California,Technology,Phones,419.944,7,0.2,52.493,37.54
Consumer,North Carolina,Technology,Phones,302.376,3,0.2,37.797,37.53
Consumer,Maryland,Technology,Machines,464.97,3,0,209.2365,37.52
Corporate,New York,Furniture,Furnishings,135.8,7,0,66.542,37.49
Corporate,New York,Furniture,Tables,313.722,3,0.4,-99.3453,37.48
Corporate,New York,Technology,Copiers,479.984,2,0.2,89.997,37.43
Consumer,Virginia,Office Supplies,Storage,571.44,4,0,165.7176,37.39
Consumer,Ohio,Furniture,Bookcases,299.975,5,0.5,-167.986,37.39
Consumer,Georgia,Office Supplies,Binders,157.9,5,0,74.213,37.39
Consumer,California,Furniture,Bookcases,359.499,3,0.15,-29.6058,37.31
Consumer,California,Furniture,Chairs,243.92,5,0.2,-15.245,37.21
Home Office,New Jersey,Technology,Accessories,254.97,3,0,91.7892,37.2
Consumer,Texas,Furniture,Bookcases,328.3992,3,0.32,-91.7586,37.17
Consumer,Illinois,Furniture,Chairs,421.372,2,0.3,-6.0196,37.14
Corporate,California,Technology,Accessories,479.97,3,0,163.1898,37.14
Home Office,Pennsylvania,Technology,Accessories,319.984,2,0.2,91.9954,37.01
Corporate,Illinois,Furniture,Chairs,539.658,3,0.3,-7.7094,36.96
Home Office,Pennsylvania,Office Supplies,Storage,563.808,4,0.2,21.1428,36.89
Home Office,California,Office Supplies,Storage,947.17,7,0,9.4717,36.83
Consumer,California,Office Supplies,Appliances,542.94,3,0,152.0232,36.81
Corporate,California,Furniture,Furnishings,131.88,7,0,55.3896,36.8
Home Office,Texas,Office Supplies,Storage,151.056,9,0.2,7.5528,36.79
Consumer,California,Office Supplies,Appliances,250.26,6,0,72.5754,36.78
Consumer,Illinois,Office Supplies,Storage,132.696,3,0.2,9.9522,36.76
Corporate,Florida,Office Supplies,Storage,1347.52,8,0.2,84.22,36.74
Home Office,California,Furniture,Furnishings,511.5,5,0,132.99,36.72
Consumer,New York,Office Supplies,Binders,232.4,5,0.2,78.435,36.67
Consumer,Michigan,Furniture,Chairs,142.36,2,0,38.4372,36.66
Consumer,New York,Furniture,Chairs,442.764,4,0.1,59.0352,36.63
Consumer,Pennsylvania,Office Supplies,Binders,274.491,3,0.7,-228.7425,36.58
Corporate,Nevada,Furniture,Furnishings,196.45,5,0,70.722,36.52
Consumer,Nebraska,Office Supplies,Storage,373.08,6,0,100.7316,36.51
Corporate,Louisiana,Office Supplies,Storage,232.55,5,0,9.302,36.46
Consumer,California,Office Supplies,Paper,166.44,3,0,79.8912,36.43
Consumer,Pennsylvania,Furniture,Furnishings,127.104,6,0.2,28.5984,36.4
Consumer,California,Furniture,Bookcases,512.499,3,0.15,-30.147,36.3
Consumer,Pennsylvania,Furniture,Chairs,398.972,2,0.3,-28.498,36.3
Consumer,New York,Technology,Copiers,879.984,2,0.2,329.994,36.27
Consumer,California,Furniture,Furnishings,312.03,3,0,43.6842,36.27
Home Office,Washington,Office Supplies,Binders,172.752,6,0.2,60.4632,36.23
Home Office,California,Office Supplies,Appliances,487.92,6,0,136.6176,36.22
Consumer,Michigan,Furniture,Chairs,302.67,3,0,72.6408,36.2
Home Office,Michigan,Technology,Phones,377.97,3,0,94.4925,36.13
Corporate,Alabama,Office Supplies,Storage,275.97,3,0,11.0388,36.12
Consumer,Texas,Office Supplies,Binders,896.99,5,0.8,-1480.0335,36.12
Consumer,Virginia,Office Supplies,Appliances,182.91,3,0,53.0439,36.1
Consumer,Michigan,Furniture,Chairs,389.97,3,0,35.0973,36.08
Corporate,Michigan,Office Supplies,Paper,314.55,3,0,150.984,36.06
Consumer,Texas,Office Supplies,Paper,173.488,7,0.2,54.215,36.05
Consumer,Virginia,Furniture,Chairs,641.96,2,0,179.7488,35.97
Home Office,New York,Technology,Accessories,371.97,3,0,66.9546,35.97
Consumer,Texas,Office Supplies,Paper,219.84,5,0.2,79.692,35.96
Home Office,New York,Office Supplies,Paper,184.66,7,0,84.9436,35.87
Corporate,Indiana,Office Supplies,Storage,530.34,2,0,95.4612,35.84
Consumer,New York,Office Supplies,Storage,362.92,2,0,105.2468,35.79
Consumer,Ohio,Technology,Phones,539.964,6,0.4,-107.9928,35.78
Consumer,California,Technology,Accessories,199.99,1,0,85.9957,35.77
Consumer,New York,Office Supplies,Storage,459.88,4,0,13.7964,35.66
Corporate,Florida,Furniture,Tables,562.2925,7,0.45,-255.5875,35.62
Consumer,North Carolina,Office Supplies,Storage,259.136,4,0.2,-51.8272,35.61
Corporate,Arizona,Furniture,Chairs,314.352,3,0.2,-35.3646,35.48
Consumer,South Carolina,Technology,Phones,629.95,5,0,176.386,35.45
Home Office,Texas,Technology,Phones,196.776,3,0.2,14.7582,35.42
Corporate,Illinois,Technology,Phones,508.768,4,0.2,38.1576,35.39
Home Office,Michigan,Technology,Phones,517.9,2,0,134.654,35.36
Consumer,Texas,Technology,Machines,399.54,2,0.4,-79.908,35.35
Corporate,California,Office Supplies,Paper,204.95,5,0,100.4255,35.32
Home Office,Illinois,Office Supplies,Paper,313.488,7,0.2,113.6394,35.31
Corporate,Kentucky,Office Supplies,Storage,828.84,6,0,0,35.24
Corporate,Arkansas,Furniture,Chairs,605.34,6,0,145.2816,35.23
Consumer,Virginia,Technology,Phones,467.97,3,0,140.391,35.22
Consumer,New York,Office Supplies,Paper,146.82,3,0,73.41,35.2
Corporate,California,Furniture,Chairs,362.352,3,0.2,45.294,35.2
Home Office,Wisconsin,Office Supplies,Paper,629.1,6,0,301.968,35.19
Consumer,Colorado,Technology,Accessories,196.752,6,0.2,56.5662,35.16
Consumer,California,Furniture,Chairs,283.92,5,0.2,-46.137,35.15
Consumer,Oklahoma,Furniture,Tables,248.98,2,0,54.7756,35.13
Corporate,Ohio,Office Supplies,Appliances,387.136,4,0.2,24.196,35.12
Consumer,New York,Office Supplies,Appliances,406.6,5,0,113.848,35.03
Home Office,Louisiana,Office Supplies,Binders,477.51,11,0,219.6546,35.02
Consumer,California,Furniture,Tables,236.528,2,0.2,-2.9566,35.01
Consumer,Texas,Technology,Accessories,431.136,9,0.2,-26.946,34.99
Consumer,California,Technology,Copiers,2799.96,5,0.2,944.9865,34.98
Corporate,New York,Office Supplies,Binders,590.352,6,0.2,206.6232,34.96
Consumer,Colorado,Office Supplies,Storage,243.384,3,0.2,-51.7191,34.94
Consumer,New York,Furniture,Chairs,364.41,5,0.1,8.098,34.94
Consumer,California,Office Supplies,Storage,130.71,3,0,39.213,34.83
Consumer,California,Furniture,Chairs,483.136,4,0.2,60.392,34.77
Consumer,Illinois,Office Supplies,Paper,186.048,6,0.2,67.4424,34.75
Home Office,Washington,Furniture,Furnishings,199.9,5,0,39.98,34.71
Consumer,Illinois,Furniture,Tables,355.455,3,0.5,-184.8366,34.69
Consumer,Arkansas,Technology,Accessories,399.98,2,0,171.9914,34.67
Corporate,Colorado,Office Supplies,Paper,177.536,4,0.2,62.1376,34.66
Corporate,South Dakota,Technology,Accessories,389.97,3,0,132.5898,34.65
Corporate,Florida,Furniture,Tables,383.438,4,0.45,-167.3184,34.64
Consumer,California,Office Supplies,Storage,330.4,2,0,85.904,34.62
Corporate,California,Office Supplies,Envelopes,271.44,3,0,122.148,34.62
Home Office,Rhode Island,Technology,Phones,629.95,5,0,176.386,34.6
Corporate,Washington,Office Supplies,Appliances,314.6,4,0,103.818,34.6
Consumer,California,Furniture,Chairs,283.92,5,0.2,17.745,34.56
Consumer,New York,Furniture,Chairs,631.782,2,0.1,140.396,34.52
Corporate,California,Technology,Accessories,236,4,0,40.12,34.52
Consumer,New York,Technology,Phones,299.9,2,0,74.975,34.52
Corporate,Ohio,Furniture,Bookcases,302.45,5,0.5,-199.617,34.51
Consumer,California,Furniture,Bookcases,205.666,2,0.15,-12.098,34.5
Corporate,Washington,Furniture,Furnishings,209.88,3,0,35.6796,34.48
Consumer,Kentucky,Office Supplies,Appliances,214.9,5,0,62.321,34.47
Corporate,California,Furniture,Chairs,230.28,3,0.2,23.028,34.42
Consumer,Ohio,Office Supplies,Appliances,121.792,4,0.2,13.7016,34.38
Consumer,California,Office Supplies,Storage,362.92,2,0,105.2468,34.38
Consumer,New York,Office Supplies,Appliances,170.88,3,0,49.5552,34.37
Corporate,Washington,Furniture,Chairs,388.704,6,0.2,38.8704,34.36
Consumer,California,Office Supplies,Storage,305.01,9,0,76.2525,34.33
Consumer,Washington,Office Supplies,Storage,353.88,6,0,17.694,34.32
Corporate,Ohio,Furniture,Bookcases,452.45,5,0.5,-244.323,34.27
Consumer,Virginia,Office Supplies,Storage,332.94,3,0,9.9882,34.27
Home Office,Texas,Furniture,Furnishings,302.72,5,0.6,-378.4,34.26
Consumer,Oklahoma,Technology,Phones,479.96,4,0,134.3888,34.21
Corporate,Texas,Technology,Machines,479.988,2,0.4,55.9986,34.2
Corporate,Washington,Furniture,Chairs,451.152,3,0.2,0,34.16
Corporate,Virginia,Furniture,Tables,591.32,4,0,112.3508,34.14
Consumer,Arkansas,Furniture,Tables,301.96,2,0,45.294,34.12
Consumer,Illinois,Office Supplies,Envelopes,268.576,4,0.2,90.6444,34.12
Consumer,Maryland,Furniture,Tables,550.431,3,0.3,-47.1798,34.07
Consumer,Kentucky,Furniture,Chairs,300.98,1,0,87.2842,34.05
Home Office,California,Office Supplies,Paper,195.76,4,0,97.88,34.03
Corporate,Texas,Office Supplies,Envelopes,223.888,7,0.2,69.965,34.03
Consumer,Delaware,Office Supplies,Envelopes,115.02,9,0,51.759,33.99
Consumer,Oregon,Technology,Accessories,279.944,7,0.2,80.4839,33.98
Consumer,New York,Furniture,Furnishings,187.76,4,0,76.9816,33.93
Consumer,Georgia,Furniture,Chairs,368.97,3,0,81.1734,33.87
Consumer,New York,Technology,Accessories,166.24,1,0,24.936,33.78
Consumer,Texas,Furniture,Bookcases,193.0656,4,0.32,-19.8744,33.78
Home Office,Ohio,Technology,Accessories,239.976,3,0.2,65.9934,33.77
Consumer,Mississippi,Office Supplies,Appliances,320.64,4,0,89.7792,33.76
Consumer,Pennsylvania,Technology,Accessories,442.4,7,0.2,-55.3,33.74
Consumer,Oregon,Technology,Phones,438.336,4,0.2,-87.6672,33.73
Corporate,Michigan,Office Supplies,Paper,144.12,3,0,69.1776,33.73
Corporate,Ohio,Office Supplies,Storage,99.488,2,0.2,8.7052,33.71
Corporate,Wisconsin,Technology,Accessories,143.73,9,0,56.0547,33.69
Corporate,California,Office Supplies,Storage,540.57,3,0,140.5482,33.69
Consumer,Colorado,Technology,Phones,406.368,4,0.2,30.4776,33.64
Consumer,Texas,Furniture,Chairs,408.422,2,0.3,-5.8346,33.59
Consumer,Arizona,Furniture,Furnishings,364.704,6,0.2,-36.4704,33.59
Home Office,Pennsylvania,Furniture,Chairs,344.372,4,0.3,-93.4724,33.58
Consumer,Texas,Furniture,Tables,401.59,2,0.3,-131.951,33.53
Corporate,Virginia,Technology,Phones,144.95,5,0,42.0355,33.51
Consumer,Utah,Office Supplies,Storage,323.1,2,0,61.389,33.5
Consumer,New York,Furniture,Furnishings,322.59,3,0,64.518,33.48
Consumer,Texas,Technology,Accessories,223.96,5,0.2,11.198,33.47
Consumer,Virginia,Furniture,Chairs,332.94,3,0,79.9056,33.44
Home Office,Kentucky,Technology,Accessories,279.86,14,0,64.3678,33.44
Home Office,Montana,Technology,Phones,339.96,5,0.2,42.495,33.44
Consumer,Georgia,Furniture,Bookcases,1628.82,9,0,374.6286,33.41
Corporate,Texas,Furniture,Chairs,241.5,4,0.3,0,33.38
Corporate,Florida,Furniture,Furnishings,213.216,3,0.2,15.9912,33.33
Consumer,Delaware,Technology,Phones,307.98,2,0,89.3142,33.33
Corporate,Maryland,Office Supplies,Storage,497.61,9,0,129.3786,33.3
Consumer,Texas,Furniture,Tables,300.93,5,0.3,-34.392,33.29
Consumer,California,Technology,Phones,201.584,2,0.2,12.599,33.25
Corporate,California,Technology,Accessories,254.97,3,0,91.7892,33.2
Corporate,Colorado,Furniture,Chairs,544.008,3,0.2,40.8006,33.19
Consumer,Maryland,Furniture,Bookcases,362.94,3,0,36.294,33.18
Consumer,Ohio,Office Supplies,Storage,331.536,3,0.2,-82.884,33.17
Corporate,Kentucky,Office Supplies,Paper,629.1,6,0,301.968,33.11
Consumer,California,Technology,Accessories,139.93,7,0,34.9825,33.11
Consumer,Michigan,Furniture,Chairs,498.26,7,0,134.5302,33.08
Consumer,Texas,Furniture,Tables,557.585,5,0.3,0,33.04
Consumer,Virginia,Technology,Machines,209.97,3,0,90.2871,33.03
Consumer,Illinois,Furniture,Chairs,258.279,3,0.3,-70.1043,33.02
Consumer,New Jersey,Furniture,Bookcases,120.98,1,0,12.098,33.01
Consumer,Texas,Furniture,Chairs,683.144,4,0.3,0,32.98
Corporate,Pennsylvania,Technology,Phones,466.158,7,0.4,-93.2316,32.98
Consumer,New York,Technology,Phones,307.98,2,0,89.3142,32.96
Home Office,West Virginia,Office Supplies,Paper,447.84,8,0,219.4416,32.88
Consumer,California,Technology,Accessories,439.8,4,0,145.134,32.86
Consumer,Washington,Technology,Phones,201.568,4,0.2,22.6764,32.8
Corporate,Texas,Furniture,Chairs,213.43,5,0.3,-39.637,32.79
Corporate,Florida,Furniture,Tables,721.875,6,0.45,-420,32.78
Home Office,California,Furniture,Chairs,122.352,3,0.2,13.7646,32.74
Consumer,Texas,Furniture,Tables,376.509,3,0.3,-43.0296,32.7
Consumer,Texas,Technology,Phones,307.168,4,0.2,30.7168,32.67
Consumer,Indiana,Technology,Phones,440.91,9,0,123.4548,32.65
Consumer,Texas,Technology,Accessories,431.928,9,0.2,64.7892,32.62
Home Office,Kentucky,Office Supplies,Storage,105.98,7,0,4.2392,32.62
Home Office,Kansas,Office Supplies,Binders,127.96,2,0,60.1412,32.61
Consumer,California,Furniture,Tables,626.352,3,0.2,-23.4882,32.55
Consumer,Wisconsin,Furniture,Chairs,860.93,7,0,189.4046,32.54
Corporate,North Carolina,Office Supplies,Appliances,167.44,2,0.2,14.651,32.47
Consumer,South Carolina,Furniture,Chairs,301.96,2,0,33.2156,32.46
Corporate,California,Furniture,Furnishings,289.24,7,0,26.0316,32.46
Consumer,Texas,Office Supplies,Paper,83.84,8,0.2,30.392,32.42
Consumer,Illinois,Furniture,Chairs,526.344,4,0.3,-75.192,32.41
Corporate,Virginia,Office Supplies,Envelopes,311.15,5,0,146.2405,32.39
Corporate,New York,Technology,Accessories,238,2,0,38.08,32.33
Consumer,Virginia,Office Supplies,Appliances,194.32,4,0,56.3528,32.28
Corporate,California,Office Supplies,Storage,276.28,2,0,0,32.27
Home Office,New York,Office Supplies,Storage,269.49,3,0,5.3898,32.25
Consumer,California,Technology,Accessories,3347.37,13,0,636.0003,32.24
Consumer,California,Furniture,Furnishings,842.72,8,0,202.2528,32.19
Corporate,California,Furniture,Chairs,230.28,3,0.2,23.028,32.16
Home Office,California,Office Supplies,Paper,314.55,3,0,150.984,32.13
Consumer,California,Technology,Phones,239.984,2,0.2,23.9984,32.13
Consumer,Michigan,Furniture,Chairs,389.97,3,0,35.0973,32.13
Corporate,California,Furniture,Tables,502.488,3,0.2,-87.9354,32.08
Home Office,Illinois,Furniture,Chairs,254.604,14,0.3,-18.186,31.98
Corporate,California,Office Supplies,Binders,271.984,2,0.2,88.3948,31.98
Consumer,Washington,Furniture,Chairs,177.568,2,0.2,8.8784,31.94
Home Office,Tennessee,Furniture,Bookcases,387.136,4,0.2,-14.5176,31.94
Home Office,Texas,Office Supplies,Storage,342.864,3,0.2,38.5722,31.88
Home Office,Texas,Technology,Phones,369.544,7,0.2,27.7158,31.88
Consumer,Tennessee,Technology,Machines,649,2,0.5,-272.58,31.87
Corporate,New York,Technology,Accessories,299.97,3,0,113.9886,31.86
Home Office,Mississippi,Office Supplies,Paper,319.76,14,0,147.0896,31.86
Consumer,Washington,Technology,Accessories,538.92,9,0,80.838,31.83
Corporate,New Jersey,Furniture,Chairs,854.94,3,0,213.735,31.81
Consumer,New York,Office Supplies,Storage,465.18,3,0,120.9468,31.81
Consumer,Tennessee,Furniture,Chairs,209.568,2,0.2,-23.5764,31.81
Corporate,Florida,Office Supplies,Binders,1345.485,5,0.7,-1031.5385,31.73
Consumer,Illinois,Furniture,Chairs,317.058,3,0.3,-18.1176,31.7
Consumer,Washington,Office Supplies,Storage,344.91,3,0,10.3473,31.69
Consumer,Alabama,Technology,Accessories,239.92,8,0,23.992,31.69
Corporate,Georgia,Furniture,Furnishings,595.38,6,0,297.69,31.68
Corporate,Florida,Office Supplies,Paper,88.768,2,0.2,31.0688,31.67
Consumer,California,Technology,Phones,675.96,5,0.2,84.495,31.66
Consumer,Ohio,Technology,Accessories,263.96,1,0.2,42.8935,31.62
Consumer,Texas,Office Supplies,Paper,262.336,8,0.2,95.0968,31.61
Home Office,North Carolina,Technology,Accessories,255.68,8,0.2,76.704,31.59
Consumer,New York,Furniture,Bookcases,449.568,2,0.2,56.196,31.59
Consumer,New York,Technology,Accessories,357,3,0,57.12,31.59
Home Office,Delaware,Technology,Phones,587.97,3,0,170.5113,31.55
Corporate,Texas,Furniture,Chairs,155.372,2,0.3,-35.5136,31.54
Consumer,Nebraska,Office Supplies,Appliances,378,2,0,136.08,31.54
Consumer,Arkansas,Technology,Phones,699.93,7,0,181.9818,31.52
Consumer,Colorado,Technology,Phones,300.768,4,0.2,30.0768,31.51
Corporate,California,Office Supplies,Art,385.6,8,0,111.824,31.5
Corporate,California,Furniture,Chairs,184.752,3,0.2,-20.7846,31.5
Home Office,Washington,Technology,Phones,453.576,3,0.2,39.6879,31.48
Corporate,New Jersey,Technology,Machines,319.92,8,0,118.3704,31.48
Consumer,Virginia,Office Supplies,Labels,196.62,2,0,96.3438,31.47
Corporate,New York,Technology,Accessories,167.97,3,0,40.3128,31.47
Home Office,New York,Technology,Phones,269.98,2,0,67.495,31.43
Consumer,Arizona,Office Supplies,Paper,313.024,8,0.2,105.6456,31.42
Corporate,Alabama,Technology,Accessories,498,5,0,184.26,31.42
Consumer,Washington,Furniture,Chairs,97.568,2,0.2,-6.098,31.4
Home Office,California,Furniture,Tables,896.328,9,0.2,22.4082,31.39
Corporate,California,Furniture,Tables,399.672,7,0.2,-14.9877,31.31
Home Office,New York,Office Supplies,Paper,379.4,10,0,178.318,31.3
Corporate,California,Technology,Accessories,479.94,6,0,52.7934,31.29
Consumer,Arizona,Office Supplies,Paper,221.92,5,0.2,77.672,31.28
Home Office,Illinois,Furniture,Furnishings,242.176,4,0.6,-302.72,31.26
Consumer,Texas,Office Supplies,Paper,223.056,9,0.2,69.705,31.24
Home Office,Arizona,Technology,Machines,599.985,5,0.7,-479.988,31.24
Consumer,Oregon,Furniture,Tables,277.5,4,0.5,-188.7,31.16
Home Office,Arizona,Furniture,Chairs,259.136,4,0.2,-25.9136,31.15
Corporate,New York,Furniture,Chairs,462.564,2,0.1,97.6524,31.13
Consumer,Michigan,Office Supplies,Storage,535.41,3,0,160.623,31.1
Consumer,Washington,Office Supplies,Binders,98.352,3,0.2,35.6526,31.08
Corporate,Florida,Office Supplies,Storage,184.704,6,0.2,13.8528,31.06
Consumer,Minnesota,Technology,Phones,377.97,3,0,105.8316,31.05
Consumer,Florida,Furniture,Tables,375.4575,3,0.45,-157.0095,31.04
Corporate,Connecticut,Technology,Phones,359.98,2,0,93.5948,31.02
Home Office,Florida,Technology,Phones,499.168,4,0.2,31.198,30.99
Consumer,California,Technology,Accessories,82.95,5,0,29.0325,30.94
Consumer,New York,Furniture,Chairs,117.882,1,0.1,1.3098,30.94
Corporate,Oregon,Technology,Accessories,159.968,4,0.2,29.994,30.93
Consumer,New York,Office Supplies,Paper,143.7,3,0,68.976,30.92
Consumer,Georgia,Office Supplies,Paper,286.93,7,0,140.5957,30.92
Corporate,New York,Office Supplies,Storage,428.68,7,0,0,30.92
Consumer,Pennsylvania,Furniture,Chairs,341.488,8,0.3,-73.176,30.89
Corporate,California,Technology,Phones,361.376,2,0.2,27.1032,30.81
Consumer,New York,Furniture,Furnishings,396.92,4,0,198.46,30.81
Consumer,California,Furniture,Bookcases,222.666,2,0.15,10.4784,30.75
Home Office,New York,Office Supplies,Binders,296.712,13,0.2,100.1403,30.75
Consumer,Minnesota,Office Supplies,Appliances,362.94,3,0,90.735,30.74
Corporate,Connecticut,Office Supplies,Storage,470.36,11,0,122.2936,30.72
Corporate,Colorado,Furniture,Furnishings,508.704,6,0.2,0,30.68
Consumer,California,Technology,Accessories,199.95,5,0,21.9945,30.67
Corporate,California,Technology,Phones,143.952,6,0.2,17.994,30.67
Consumer,New York,Furniture,Chairs,427.644,14,0.1,80.7772,30.67
Consumer,California,Technology,Copiers,479.976,3,0.2,161.9919,30.67
Consumer,Ohio,Office Supplies,Storage,156.512,4,0.2,-35.2152,30.66
Consumer,California,Furniture,Bookcases,359.499,3,0.15,-29.6058,30.6
Consumer,Michigan,Office Supplies,Binders,403.68,6,0,181.656,30.53
Consumer,Indiana,Office Supplies,Paper,277.4,5,0,133.152,30.5
Consumer,Texas,Technology,Phones,537.544,7,0.2,47.0351,30.49
Consumer,Washington,Office Supplies,Storage,807.75,5,0,153.4725,30.49
Consumer,Arizona,Furniture,Chairs,311.976,3,0.2,-42.8967,30.45
Consumer,New York,Furniture,Chairs,366.786,7,0.1,65.2064,30.43
Home Office,California,Technology,Accessories,450,5,0,162,30.43
Home Office,Minnesota,Furniture,Tables,692.94,3,0,173.235,30.41
Consumer,Texas,Furniture,Chairs,317.058,3,0.3,-18.1176,30.33
Consumer,Delaware,Furniture,Tables,310.443,3,0.3,-48.7839,30.32
Consumer,New Jersey,Furniture,Chairs,227.96,2,0,36.4736,30.29
Corporate,New York,Furniture,Tables,284.364,2,0.4,-75.8304,30.26
Home Office,Florida,Technology,Accessories,431.976,3,0.2,-75.5958,30.23
Consumer,North Carolina,Furniture,Bookcases,451.136,4,0.2,-67.6704,30.21
Consumer,Colorado,Furniture,Tables,218.75,2,0.5,-161.875,30.18
Consumer,Illinois,Technology,Phones,222.384,2,0.2,16.6788,30.17
Corporate,Arizona,Furniture,Bookcases,209.979,7,0.7,-356.9643,30.17
Home Office,Pennsylvania,Office Supplies,Paper,217.056,7,0.2,78.6828,30.16
Corporate,California,Furniture,Tables,273.568,2,0.2,10.2588,30.12
Consumer,Texas,Office Supplies,Appliances,463.248,8,0.8,-1181.2824,30.09
Corporate,California,Technology,Phones,371.2,5,0.2,41.76,30.08
Home Office,Wisconsin,Office Supplies,Appliances,490.32,9,0,137.2896,30.04
Consumer,California,Furniture,Tables,364.08,2,0.2,9.102,30.03
Home Office,Georgia,Office Supplies,Paper,122.97,3,0,60.2553,30
Home Office,Florida,Technology,Accessories,617.976,3,0.2,-7.7247,29.94
Corporate,Delaware,Office Supplies,Binders,221.06,7,0,103.8982,29.93
Consumer,California,Furniture,Tables,568.728,3,0.2,28.4364,29.93
Consumer,New York,Office Supplies,Appliances,160.32,2,0,44.8896,29.92
Consumer,Montana,Office Supplies,Binders,487.984,2,0.2,152.495,29.91
Corporate,Alabama,Furniture,Chairs,545.88,6,0,70.9644,29.9
Consumer,California,Furniture,Bookcases,411.332,4,0.15,-4.8392,29.88
Home Office,Nebraska,Furniture,Chairs,563.94,3,0,112.788,29.88
Consumer,California,Furniture,Tables,241.568,2,0.2,-15.098,29.83
Home Office,Washington,Office Supplies,Binders,147.92,5,0.2,46.225,29.82
Home Office,Florida,Furniture,Chairs,419.136,4,0.2,-57.6312,29.81
Consumer,Kentucky,Office Supplies,Appliances,152.94,3,0,41.2938,29.79
Consumer,Delaware,Furniture,Bookcases,299.97,3,0,56.9943,29.79
Consumer,California,Office Supplies,Storage,340.92,3,0,3.4092,29.78
Corporate,Florida,Technology,Accessories,191.472,6,0.2,40.6878,29.77
Corporate,California,Technology,Accessories,254.24,7,0,76.272,29.75
